CommentId,WorkerId,GSRightCount,Weight,FormalityRating,RespectRating,StereotypeRating,ToxicityRating,formalityCoded,respectCoded,stereotypeCoded,toxicityCoded,Platform,Comment,TOXICITY_SCORE,SEVERE_TOXICITY_SCORE,IDENTITY_ATTACK_SCORE,INSULT_SCORE,PROFANITY_SCORE,THREAT_SCORE
tw30,A70L26UXLTGLC,3,1.0,Informal,Disrespectful,Present,Toxic,3,1,3,6,3,Liberal pussies,0.9496728999999999,0.80814576,0.70040435,0.89393616,0.95276356,0.27234787
tw10,A70L26UXLTGLC,3,1.0,Formal,Slightly Disrespectful,Possibly present,Toxic,2,2,2,6,3,They underpay their employees. Profits go way up if the labor is exploited. He should be ashamed. He gets richer while people get paid starvation wages,0.2938668,0.07283362,0.14086045,0.33117533,0.08940768,0.12220884
tw9,A70L26UXLTGLC,3,1.0,Formal,Slightly Disrespectful,Not present,Not_Toxic,2,2,1,2,3,"Just curious, how do you actually ""shoot down"" a boat?",0.26318395,0.11295417,0.04430659,0.09068492,0.05652163599999999,0.7685841
yt21,A70L26UXLTGLC,3,1.0,Informal,Partially Respectful,Possibly present,Hard_To_Say_Toxic,3,3,2,5,2,"Leave children alone, if I was a parent I would much rather someone be racist to me as a Latino than my child. disgusting!",0.7899543000000001,0.63284045,0.7854563,0.7710736,0.64651376,0.3788778
yt18,A70L26UXLTGLC,3,1.0,Very informal,Disrespectful,Not present,Very_Toxic,4,1,1,7,2,OUR PRAYER HAVE BEEN ANSWERED HE IS FINALLY DIEING,0.6311008,0.5193903,0.29171040000000004,0.3165651,0.37911487,0.8763936
yt23,A70L26UXLTGLC,3,1.0,Very informal,Disrespectful,Not present,Toxic,4,1,1,6,2,This was so heartbreaking and disgusting omg he is a kid im so over the damn apologies for thing you not apologize for just sad !!!dont eat there are spend your money there period!!!,0.8355208000000001,0.6147986,0.17480154,0.8301601999999999,0.8442691999999999,0.19671124
yt25,A70L26UXLTGLC,3,1.0,Formal,Disrespectful,Possibly present,Toxic,2,1,2,6,2,I’m so sick to see how our people are treated and how our kids are traumatized by these ignorant bigots.,0.8606264000000001,0.3592526,0.37357402,0.93234444,0.31281257,0.074568555
nw30,A3KPQ7L5FS8SD6,3,1.0,Informal,Disrespectful,Present,Toxic,3,1,3,6,1,Another degenerate moron.,0.93288153,0.68145895,0.5229287,0.94963795,0.8830574000000001,0.24076754
nw21,A3KPQ7L5FS8SD6,3,1.0,Informal,Slightly Disrespectful,Possibly present,Not_Toxic,3,2,2,2,1,"Corona virus fatigue strikes again. It was a momentary distraction from all the other stories about the ""murder virus"".
Having said that...that's one ugly, huge insect. 2 inches? Yuck!",0.69542736,0.31479186,0.14947107,0.79877275,0.20914857,0.3190858
nw14,A3KPQ7L5FS8SD6,3,1.0,Informal,Slightly Disrespectful,Heavily present,Hard_To_Say_Toxic,3,2,4,5,1,Why is no one stopping this? This is exactly how the Nazis acted with Jews.,0.47930682,0.25453997,0.6881906,0.33782673,0.15111634,0.12132658
nw8,A3KPQ7L5FS8SD6,3,1.0,Very informal,Slightly Disrespectful,Possibly present,Toxic,4,2,2,6,1,"I'm Sooooooooooooo over this. If the media would just shut up about Corona, it wouldn't even be an issue right now.",0.24101472,0.07477462,0.07951718,0.26224306,0.11529412,0.22255252
tw6,A3KPQ7L5FS8SD6,3,1.0,Very informal,Slightly Disrespectful,Possibly present,Not_Toxic_Hard_To_Say,4,2,2,3,3,"Seattle politicians r giving a Master Course in how 2 destroy a once beautiful, thriving city. My best friend loved it &was driven out after his 8 yr old daughter kept getting accosted at stores, etc, by homeless predators & shop owners & cops shrugged their shoulders in response",0.124132305,0.039915673,0.055012852,0.15253669,0.027812577999999998,0.124134235
tw30,A3KPQ7L5FS8SD6,3,1.0,Very informal,Disrespectful,Heavily present,Toxic,4,1,4,6,3,Liberal pussies,0.9496728999999999,0.80814576,0.70040435,0.89393616,0.95276356,0.27234787
tw10,A3KPQ7L5FS8SD6,3,1.0,Formal,Slightly Disrespectful,Not present,Hard_To_Say_Toxic,2,2,1,5,3,They underpay their employees. Profits go way up if the labor is exploited. He should be ashamed. He gets richer while people get paid starvation wages,0.2938668,0.07283362,0.14086045,0.33117533,0.08940768,0.12220884
tw9,A3KPQ7L5FS8SD6,3,1.0,Formal,Respectful,Not present,Not_Toxic,2,4,1,2,3,"Just curious, how do you actually ""shoot down"" a boat?",0.26318395,0.11295417,0.04430659,0.09068492,0.05652163599999999,0.7685841
yt21,A3KPQ7L5FS8SD6,3,1.0,Informal,Slightly Disrespectful,Heavily present,Toxic,3,2,4,6,2,"Leave children alone, if I was a parent I would much rather someone be racist to me as a Latino than my child. disgusting!",0.7899543000000001,0.63284045,0.7854563,0.7710736,0.64651376,0.3788778
yt18,A3KPQ7L5FS8SD6,3,1.0,Very informal,Disrespectful,Not present,Very_Toxic,4,1,1,7,2,OUR PRAYER HAVE BEEN ANSWERED HE IS FINALLY DIEING,0.6311008,0.5193903,0.29171040000000004,0.3165651,0.37911487,0.8763936
yt23,A3KPQ7L5FS8SD6,3,1.0,Very informal,Slightly Disrespectful,Possibly present,Toxic,4,2,2,6,2,This was so heartbreaking and disgusting omg he is a kid im so over the damn apologies for thing you not apologize for just sad !!!dont eat there are spend your money there period!!!,0.8355208000000001,0.6147986,0.17480154,0.8301601999999999,0.8442691999999999,0.19671124
yt25,A3KPQ7L5FS8SD6,3,1.0,Informal,Disrespectful,Present,Toxic,3,1,3,6,2,I’m so sick to see how our people are treated and how our kids are traumatized by these ignorant bigots.,0.8606264000000001,0.3592526,0.37357402,0.93234444,0.31281257,0.074568555
nw30,A1TYDVHEFPZC86,3,1.0,Formal,Disrespectful,Possibly present,Toxic,2,1,2,6,1,Another degenerate moron.,0.93288153,0.68145895,0.5229287,0.94963795,0.8830574000000001,0.24076754
nw21,A1TYDVHEFPZC86,3,1.0,Formal,Slightly Disrespectful,Possibly present,Hard_To_Say,2,2,2,4,1,"Corona virus fatigue strikes again. It was a momentary distraction from all the other stories about the ""murder virus"".
Having said that...that's one ugly, huge insect. 2 inches? Yuck!",0.69542736,0.31479186,0.14947107,0.79877275,0.20914857,0.3190858
nw14,A1TYDVHEFPZC86,3,1.0,Formal,Slightly Disrespectful,Heavily present,Hard_To_Say,2,2,4,4,1,Why is no one stopping this? This is exactly how the Nazis acted with Jews.,0.47930682,0.25453997,0.6881906,0.33782673,0.15111634,0.12132658
nw8,A1TYDVHEFPZC86,3,1.0,Informal,Slightly Disrespectful,Possibly present,Toxic,3,2,2,6,1,"I'm Sooooooooooooo over this. If the media would just shut up about Corona, it wouldn't even be an issue right now.",0.24101472,0.07477462,0.07951718,0.26224306,0.11529412,0.22255252
tw6,A1TYDVHEFPZC86,3,1.0,Informal,Slightly Disrespectful,Heavily present,Toxic,3,2,4,6,3,"Seattle politicians r giving a Master Course in how 2 destroy a once beautiful, thriving city. My best friend loved it &was driven out after his 8 yr old daughter kept getting accosted at stores, etc, by homeless predators & shop owners & cops shrugged their shoulders in response",0.124132305,0.039915673,0.055012852,0.15253669,0.027812577999999998,0.124134235
tw30,A1TYDVHEFPZC86,3,1.0,Very informal,Disrespectful,Possibly present,Toxic,4,1,2,6,3,Liberal pussies,0.9496728999999999,0.80814576,0.70040435,0.89393616,0.95276356,0.27234787
tw10,A1TYDVHEFPZC86,3,1.0,Very formal,Partially Respectful,Possibly present,Hard_To_Say,1,3,2,4,3,They underpay their employees. Profits go way up if the labor is exploited. He should be ashamed. He gets richer while people get paid starvation wages,0.2938668,0.07283362,0.14086045,0.33117533,0.08940768,0.12220884
tw9,A1TYDVHEFPZC86,3,1.0,Very formal,Partially Respectful,Not present,Not_Toxic,1,3,1,2,3,"Just curious, how do you actually ""shoot down"" a boat?",0.26318395,0.11295417,0.04430659,0.09068492,0.05652163599999999,0.7685841
yt21,A1TYDVHEFPZC86,3,1.0,Informal,Partially Respectful,Possibly present,Hard_To_Say_Toxic,3,3,2,5,2,"Leave children alone, if I was a parent I would much rather someone be racist to me as a Latino than my child. disgusting!",0.7899543000000001,0.63284045,0.7854563,0.7710736,0.64651376,0.3788778
yt18,A1TYDVHEFPZC86,3,1.0,Very informal,Disrespectful,Not present,Very_Toxic,4,1,1,7,2,OUR PRAYER HAVE BEEN ANSWERED HE IS FINALLY DIEING,0.6311008,0.5193903,0.29171040000000004,0.3165651,0.37911487,0.8763936
yt23,A1TYDVHEFPZC86,3,1.0,Very informal,Slightly Disrespectful,Possibly present,Toxic,4,2,2,6,2,This was so heartbreaking and disgusting omg he is a kid im so over the damn apologies for thing you not apologize for just sad !!!dont eat there are spend your money there period!!!,0.8355208000000001,0.6147986,0.17480154,0.8301601999999999,0.8442691999999999,0.19671124
yt2,A3GLUDQZGEJL5G,2,0.75,Informal,Respectful,Not present,Hard_To_Say,3,4,1,4,2,"But I really wanted to be a hero, and staying home was a perfect opportunity for me to finally do that :(",0.05025139,0.020479674,0.05317279,0.019574234,0.033152923,0.05629931
yt27,A3GLUDQZGEJL5G,2,0.75,Informal,Disrespectful,Not present,Toxic,3,1,1,6,2,"Well,  people should have stayed their ass in the damn house like the doctor said.",0.91843563,0.64463043,0.17516309,0.70199466,0.94994193,0.29897097
tw12,A3GLUDQZGEJL5G,2,0.75,Informal,Slightly Disrespectful,Possibly present,Toxic,3,2,2,6,3,It’s hard to say which is more annoying. The super far left or the super far right. Both equally horrendous. Maybe we can put them all their own island?,0.324903,0.15158804,0.1442707,0.36337206,0.16808626,0.40236768
tw25,A3GLUDQZGEJL5G,2,0.75,Very informal,Slightly Disrespectful,Not present,Toxic,4,2,1,6,3,Isn’t that considered cowardice? She’s the chief. How she gone dip out when the going gets tough? Nope. Get that ass back up in there. Ain’t no running now,0.81794804,0.55544513,0.18876953,0.7933675,0.75479555,0.26118952
nw18,A3GLUDQZGEJL5G,2,0.75,Informal,Slightly Disrespectful,Present,Hard_To_Say_Toxic,3,2,3,5,1,"Open boarders in the name of diversity will kill your culture, can only become a melting pot if immigrants are willing to integrate.",0.5876557,0.35445967,0.6521528,0.30983487,0.16996801,0.81181514
tw7,A3GLUDQZGEJL5G,2,0.75,Informal,Disrespectful,Possibly present,Toxic,3,1,2,6,3,i always find it hilarious when poor people talk about doing things that they will never be able to afford doing.,0.14349969,0.034107957,0.11945410000000002,0.1484136,0.0695915,0.041601602
nw23,A3GLUDQZGEJL5G,2,0.75,Formal,Disrespectful,Possibly present,Toxic,2,1,2,6,1,"To the ""protestors"" - If you're so proud and resolute in what you're doing and what you believe in, why hide who you are?  I'll tell you, because you're actually gutless cowards.",0.7444426,0.2906158,0.30652475,0.856408,0.25949243,0.10702161
nw3,A3GLUDQZGEJL5G,2,0.75,Very informal,Slightly Disrespectful,Possibly present,Not_Toxic_Hard_To_Say,4,2,2,3,1,"People should stop drinking all overpriced, flavored, carbonated, sugar water, altogether. It's bad for ya'.",0.08328433,0.028514427999999998,0.028515042999999997,0.057874947999999996,0.020909198,0.1249016
yt24,A3GLUDQZGEJL5G,2,0.75,Informal,Slightly Disrespectful,Possibly present,Toxic,3,2,2,6,2,Don’t do it!!! He’s an Illuminati evil he will have you sell your soul and destroy your life!!!,0.84087884,0.70405525,0.2963599,0.79941565,0.36183882,0.92843693
nw28,A3GLUDQZGEJL5G,2,0.75,Very informal,Disrespectful,Not present,Very_Toxic,4,1,1,7,1,You are a cretin as well as a troll. Congratulations!,0.9030218000000001,0.5862353,0.29044000000000003,0.9498591000000001,0.4390669,0.10446255
yt14,A3GLUDQZGEJL5G,2,0.75,Informal,Slightly Disrespectful,Not present,Hard_To_Say,3,2,1,4,2,He needs to stay away from Disney Disney is an evil company I am a witness to how evil Disney is this isn't good news,0.47456452,0.16495557,0.13980006,0.50703996,0.26483813,0.14346749
tw14,A3GLUDQZGEJL5G,2,0.75,Informal,Slightly Disrespectful,Possibly present,Hard_To_Say_Toxic,3,2,2,5,3,I mean we should be talking more about how the US is such an awful country that Americans have to make this choice when other countries are starting to recover,0.40311226,0.19308285,0.4859946,0.41091478,0.14345162,0.110201806
yt2,A4W9APAHFWVLO,3,1.0,Informal,Respectful,Not present,Hard_To_Say,3,4,1,4,2,"But I really wanted to be a hero, and staying home was a perfect opportunity for me to finally do that :(",0.05025139,0.020479674,0.05317279,0.019574234,0.033152923,0.05629931
yt27,A4W9APAHFWVLO,3,1.0,Informal,Slightly Disrespectful,Not present,Hard_To_Say_Toxic,3,2,1,5,2,"Well,  people should have stayed their ass in the damn house like the doctor said.",0.91843563,0.64463043,0.17516309,0.70199466,0.94994193,0.29897097
tw12,A4W9APAHFWVLO,3,1.0,Formal,Disrespectful,Possibly present,Hard_To_Say,2,1,2,4,3,It’s hard to say which is more annoying. The super far left or the super far right. Both equally horrendous. Maybe we can put them all their own island?,0.324903,0.15158804,0.1442707,0.36337206,0.16808626,0.40236768
tw25,A4W9APAHFWVLO,3,1.0,Very informal,Disrespectful,Not present,Toxic,4,1,1,6,3,Isn’t that considered cowardice? She’s the chief. How she gone dip out when the going gets tough? Nope. Get that ass back up in there. Ain’t no running now,0.81794804,0.55544513,0.18876953,0.7933675,0.75479555,0.26118952
nw18,A4W9APAHFWVLO,3,1.0,Formal,Respectful,Possibly present,Hard_To_Say_Toxic,2,4,2,5,1,"Open boarders in the name of diversity will kill your culture, can only become a melting pot if immigrants are willing to integrate.",0.5876557,0.35445967,0.6521528,0.30983487,0.16996801,0.81181514
tw7,A4W9APAHFWVLO,3,1.0,Formal,Disrespectful,Present,Toxic,2,1,3,6,3,i always find it hilarious when poor people talk about doing things that they will never be able to afford doing.,0.14349969,0.034107957,0.11945410000000002,0.1484136,0.0695915,0.041601602
nw23,A4W9APAHFWVLO,3,1.0,Very formal,Disrespectful,Heavily present,Toxic,1,1,4,6,1,"To the ""protestors"" - If you're so proud and resolute in what you're doing and what you believe in, why hide who you are?  I'll tell you, because you're actually gutless cowards.",0.7444426,0.2906158,0.30652475,0.856408,0.25949243,0.10702161
nw3,A4W9APAHFWVLO,3,1.0,Informal,Respectful,Not present,Not_Toxic,3,4,1,2,1,"People should stop drinking all overpriced, flavored, carbonated, sugar water, altogether. It's bad for ya'.",0.08328433,0.028514427999999998,0.028515042999999997,0.057874947999999996,0.020909198,0.1249016
yt24,A4W9APAHFWVLO,3,1.0,Informal,Disrespectful,Not present,Toxic,3,1,1,6,2,Don’t do it!!! He’s an Illuminati evil he will have you sell your soul and destroy your life!!!,0.84087884,0.70405525,0.2963599,0.79941565,0.36183882,0.92843693
nw28,A4W9APAHFWVLO,3,1.0,Formal,Disrespectful,Not present,Very_Toxic,2,1,1,7,1,You are a cretin as well as a troll. Congratulations!,0.9030218000000001,0.5862353,0.29044000000000003,0.9498591000000001,0.4390669,0.10446255
yt14,A4W9APAHFWVLO,3,1.0,Informal,Partially Respectful,Not present,Toxic,3,3,1,6,2,He needs to stay away from Disney Disney is an evil company I am a witness to how evil Disney is this isn't good news,0.47456452,0.16495557,0.13980006,0.50703996,0.26483813,0.14346749
tw14,A4W9APAHFWVLO,3,1.0,Formal,Partially Respectful,Not present,Hard_To_Say,2,3,1,4,3,I mean we should be talking more about how the US is such an awful country that Americans have to make this choice when other countries are starting to recover,0.40311226,0.19308285,0.4859946,0.41091478,0.14345162,0.110201806
yt2,A34DWBBWZRLO1X,2,0.75,Very informal,Respectful,Not present,Not_Toxic,4,4,1,2,2,"But I really wanted to be a hero, and staying home was a perfect opportunity for me to finally do that :(",0.05025139,0.020479674,0.05317279,0.019574234,0.033152923,0.05629931
yt27,A34DWBBWZRLO1X,2,0.75,Informal,Slightly Disrespectful,Not present,Hard_To_Say_Toxic,3,2,1,5,2,"Well,  people should have stayed their ass in the damn house like the doctor said.",0.91843563,0.64463043,0.17516309,0.70199466,0.94994193,0.29897097
tw12,A34DWBBWZRLO1X,2,0.75,Informal,Slightly Disrespectful,Possibly present,Hard_To_Say,3,2,2,4,3,It’s hard to say which is more annoying. The super far left or the super far right. Both equally horrendous. Maybe we can put them all their own island?,0.324903,0.15158804,0.1442707,0.36337206,0.16808626,0.40236768
tw25,A34DWBBWZRLO1X,2,0.75,Informal,Disrespectful,Possibly present,Toxic,3,1,2,6,3,Isn’t that considered cowardice? She’s the chief. How she gone dip out when the going gets tough? Nope. Get that ass back up in there. Ain’t no running now,0.81794804,0.55544513,0.18876953,0.7933675,0.75479555,0.26118952
nw18,A34DWBBWZRLO1X,2,0.75,Informal,Disrespectful,Heavily present,Hard_To_Say_Toxic,3,1,4,5,1,"Open boarders in the name of diversity will kill your culture, can only become a melting pot if immigrants are willing to integrate.",0.5876557,0.35445967,0.6521528,0.30983487,0.16996801,0.81181514
tw7,A34DWBBWZRLO1X,2,0.75,Formal,Disrespectful,Present,Toxic,2,1,3,6,3,i always find it hilarious when poor people talk about doing things that they will never be able to afford doing.,0.14349969,0.034107957,0.11945410000000002,0.1484136,0.0695915,0.041601602
nw23,A34DWBBWZRLO1X,2,0.75,Informal,Disrespectful,Heavily present,Toxic,3,1,4,6,1,"To the ""protestors"" - If you're so proud and resolute in what you're doing and what you believe in, why hide who you are?  I'll tell you, because you're actually gutless cowards.",0.7444426,0.2906158,0.30652475,0.856408,0.25949243,0.10702161
nw3,A34DWBBWZRLO1X,2,0.75,Informal,Slightly Disrespectful,Possibly present,Not_Toxic,3,2,2,2,1,"People should stop drinking all overpriced, flavored, carbonated, sugar water, altogether. It's bad for ya'.",0.08328433,0.028514427999999998,0.028515042999999997,0.057874947999999996,0.020909198,0.1249016
nw28,A34DWBBWZRLO1X,2,0.75,Informal,Disrespectful,Heavily present,Toxic,3,1,4,6,1,You are a cretin as well as a troll. Congratulations!,0.9030218000000001,0.5862353,0.29044000000000003,0.9498591000000001,0.4390669,0.10446255
yt14,A34DWBBWZRLO1X,2,0.75,Formal,Disrespectful,Possibly present,Toxic,2,1,2,6,2,He needs to stay away from Disney Disney is an evil company I am a witness to how evil Disney is this isn't good news,0.47456452,0.16495557,0.13980006,0.50703996,0.26483813,0.14346749
tw14,A34DWBBWZRLO1X,2,0.75,Informal,Respectful,Not present,Not_Toxic,3,4,1,2,3,I mean we should be talking more about how the US is such an awful country that Americans have to make this choice when other countries are starting to recover,0.40311226,0.19308285,0.4859946,0.41091478,0.14345162,0.110201806
yt2,A2VE5IV9OD2SK1,3,1.0,Informal,Respectful,Not present,Hard_To_Say,3,4,1,4,2,"But I really wanted to be a hero, and staying home was a perfect opportunity for me to finally do that :(",0.05025139,0.020479674,0.05317279,0.019574234,0.033152923,0.05629931
yt27,A2VE5IV9OD2SK1,3,1.0,Very informal,Disrespectful,Not present,Toxic,4,1,1,6,2,"Well,  people should have stayed their ass in the damn house like the doctor said.",0.91843563,0.64463043,0.17516309,0.70199466,0.94994193,0.29897097
tw12,A2VE5IV9OD2SK1,3,1.0,Informal,Disrespectful,Present,Hard_To_Say,3,1,3,4,3,It’s hard to say which is more annoying. The super far left or the super far right. Both equally horrendous. Maybe we can put them all their own island?,0.324903,0.15158804,0.1442707,0.36337206,0.16808626,0.40236768
tw25,A2VE5IV9OD2SK1,3,1.0,Very informal,Disrespectful,Not present,Toxic,4,1,1,6,3,Isn’t that considered cowardice? She’s the chief. How she gone dip out when the going gets tough? Nope. Get that ass back up in there. Ain’t no running now,0.81794804,0.55544513,0.18876953,0.7933675,0.75479555,0.26118952
nw18,A2VE5IV9OD2SK1,3,1.0,Informal,Slightly Disrespectful,Heavily present,Toxic,3,2,4,6,1,"Open boarders in the name of diversity will kill your culture, can only become a melting pot if immigrants are willing to integrate.",0.5876557,0.35445967,0.6521528,0.30983487,0.16996801,0.81181514
tw7,A2VE5IV9OD2SK1,3,1.0,Informal,Disrespectful,Possibly present,Hard_To_Say,3,1,2,4,3,i always find it hilarious when poor people talk about doing things that they will never be able to afford doing.,0.14349969,0.034107957,0.11945410000000002,0.1484136,0.0695915,0.041601602
nw23,A2VE5IV9OD2SK1,3,1.0,Informal,Disrespectful,Present,Toxic,3,1,3,6,1,"To the ""protestors"" - If you're so proud and resolute in what you're doing and what you believe in, why hide who you are?  I'll tell you, because you're actually gutless cowards.",0.7444426,0.2906158,0.30652475,0.856408,0.25949243,0.10702161
nw3,A2VE5IV9OD2SK1,3,1.0,Very informal,Slightly Disrespectful,Not present,Not_Toxic_Hard_To_Say,4,2,1,3,1,"People should stop drinking all overpriced, flavored, carbonated, sugar water, altogether. It's bad for ya'.",0.08328433,0.028514427999999998,0.028515042999999997,0.057874947999999996,0.020909198,0.1249016
yt24,A2VE5IV9OD2SK1,3,1.0,Very informal,Disrespectful,Possibly present,Toxic,4,1,2,6,2,Don’t do it!!! He’s an Illuminati evil he will have you sell your soul and destroy your life!!!,0.84087884,0.70405525,0.2963599,0.79941565,0.36183882,0.92843693
nw28,A2VE5IV9OD2SK1,3,1.0,Informal,Disrespectful,Possibly present,Toxic,3,1,2,6,1,You are a cretin as well as a troll. Congratulations!,0.9030218000000001,0.5862353,0.29044000000000003,0.9498591000000001,0.4390669,0.10446255
yt14,A2VE5IV9OD2SK1,3,1.0,Very informal,Slightly Disrespectful,Not present,Toxic,4,2,1,6,2,He needs to stay away from Disney Disney is an evil company I am a witness to how evil Disney is this isn't good news,0.47456452,0.16495557,0.13980006,0.50703996,0.26483813,0.14346749
tw14,A2VE5IV9OD2SK1,3,1.0,Informal,Slightly Disrespectful,Possibly present,Not_Toxic,3,2,2,2,3,I mean we should be talking more about how the US is such an awful country that Americans have to make this choice when other countries are starting to recover,0.40311226,0.19308285,0.4859946,0.41091478,0.14345162,0.110201806
yt2,A38DC3BG1ZCVZ2,3,1.0,Formal,Respectful,Not present,Hard_To_Say,2,4,1,4,2,"But I really wanted to be a hero, and staying home was a perfect opportunity for me to finally do that :(",0.05025139,0.020479674,0.05317279,0.019574234,0.033152923,0.05629931
yt27,A38DC3BG1ZCVZ2,3,1.0,Very informal,Disrespectful,Not present,Hard_To_Say_Toxic,4,1,1,5,2,"Well,  people should have stayed their ass in the damn house like the doctor said.",0.91843563,0.64463043,0.17516309,0.70199466,0.94994193,0.29897097
tw12,A38DC3BG1ZCVZ2,3,1.0,Very informal,Slightly Disrespectful,Present,Not_Toxic_Hard_To_Say,4,2,3,3,3,It’s hard to say which is more annoying. The super far left or the super far right. Both equally horrendous. Maybe we can put them all their own island?,0.324903,0.15158804,0.1442707,0.36337206,0.16808626,0.40236768
tw25,A38DC3BG1ZCVZ2,3,1.0,Very informal,Disrespectful,Possibly present,Toxic,4,1,2,6,3,Isn’t that considered cowardice? She’s the chief. How she gone dip out when the going gets tough? Nope. Get that ass back up in there. Ain’t no running now,0.81794804,0.55544513,0.18876953,0.7933675,0.75479555,0.26118952
nw18,A38DC3BG1ZCVZ2,3,1.0,Very informal,Disrespectful,Heavily present,Toxic,4,1,4,6,1,"Open boarders in the name of diversity will kill your culture, can only become a melting pot if immigrants are willing to integrate.",0.5876557,0.35445967,0.6521528,0.30983487,0.16996801,0.81181514
tw7,A38DC3BG1ZCVZ2,3,1.0,Informal,Disrespectful,Heavily present,Toxic,3,1,4,6,3,i always find it hilarious when poor people talk about doing things that they will never be able to afford doing.,0.14349969,0.034107957,0.11945410000000002,0.1484136,0.0695915,0.041601602
nw23,A38DC3BG1ZCVZ2,3,1.0,Informal,Slightly Disrespectful,Present,Toxic,3,2,3,6,1,"To the ""protestors"" - If you're so proud and resolute in what you're doing and what you believe in, why hide who you are?  I'll tell you, because you're actually gutless cowards.",0.7444426,0.2906158,0.30652475,0.856408,0.25949243,0.10702161
nw3,A38DC3BG1ZCVZ2,3,1.0,Very informal,Slightly Disrespectful,Not present,Not_Toxic,4,2,1,2,1,"People should stop drinking all overpriced, flavored, carbonated, sugar water, altogether. It's bad for ya'.",0.08328433,0.028514427999999998,0.028515042999999997,0.057874947999999996,0.020909198,0.1249016
yt24,A38DC3BG1ZCVZ2,3,1.0,Very informal,Disrespectful,Heavily present,Toxic,4,1,4,6,2,Don’t do it!!! He’s an Illuminati evil he will have you sell your soul and destroy your life!!!,0.84087884,0.70405525,0.2963599,0.79941565,0.36183882,0.92843693
nw28,A38DC3BG1ZCVZ2,3,1.0,Very informal,Disrespectful,Heavily present,Very_Toxic,4,1,4,7,1,You are a cretin as well as a troll. Congratulations!,0.9030218000000001,0.5862353,0.29044000000000003,0.9498591000000001,0.4390669,0.10446255
yt14,A38DC3BG1ZCVZ2,3,1.0,Informal,Slightly Disrespectful,Present,Hard_To_Say_Toxic,3,2,3,5,2,He needs to stay away from Disney Disney is an evil company I am a witness to how evil Disney is this isn't good news,0.47456452,0.16495557,0.13980006,0.50703996,0.26483813,0.14346749
tw14,A38DC3BG1ZCVZ2,3,1.0,Very informal,Disrespectful,Heavily present,Hard_To_Say_Toxic,4,1,4,5,3,I mean we should be talking more about how the US is such an awful country that Americans have to make this choice when other countries are starting to recover,0.40311226,0.19308285,0.4859946,0.41091478,0.14345162,0.110201806
yt29,A2UF2FRGVW4T89,2,0.75,Formal,Slightly Disrespectful,Not present,Toxic,2,2,1,6,2,I guess millions of people out of work and thousands losing health insurance and dead from this pandemic are not important to this idiot.,0.93264204,0.50859654,0.30761743,0.9615530999999999,0.7540491,0.59971887
yt28,A2UF2FRGVW4T89,2,0.75,Formal,Disrespectful,Possibly present,Toxic,2,1,2,6,2,"Darwinism.
(Letting idiots die from stupidity)",0.932624,0.7028233,0.32019934,0.9481788000000001,0.7950328000000001,0.7637251
tw26,A2UF2FRGVW4T89,2,0.75,Informal,Slightly Disrespectful,Not present,Toxic,3,2,1,6,3,I got to the end trill of this stupid song. Heard enough.,0.8606264000000001,0.4618151,0.16239779999999998,0.9083367,0.61688524,0.33020988
yt22,A2UF2FRGVW4T89,2,0.75,Very informal,Slightly Disrespectful,Possibly present,Toxic,4,2,2,6,2,you know for damn sure the first women be yelling at her husband for no reason lmao,0.79106027,0.5595166,0.69160366,0.70633584,0.80817187,0.3038675
nw19,A2UF2FRGVW4T89,2,0.75,Formal,Partially Respectful,Possibly present,Not_Toxic_Hard_To_Say,2,3,2,3,1,I feel bad for people like you who insist on living with hate,0.60486394,0.26532298,0.32030640000000005,0.52156323,0.26313946,0.24947497
nw9,A2UF2FRGVW4T89,2,0.75,Formal,Respectful,Not present,Not_Toxic,2,4,1,2,1,KNIFE VIOLENCE! All private knife ownership should be banned immediately.,0.27664962,0.16945288,0.13314627,0.13356052,0.080666736,0.6887691999999999
tw17,A2UF2FRGVW4T89,2,0.75,Formal,Partially Respectful,Not present,Hard_To_Say,2,3,1,4,3,The woman needs to stop yelling so much.,0.5578199,0.29226434,0.6080318,0.5355684000000001,0.20893624,0.33096692
tw3,A2UF2FRGVW4T89,2,0.75,Very formal,Respectful,Not present,Not_Toxic,1,4,1,2,3,"The model is assuming no social distancing. That is why social distancing is done, to try to avoid the number of deaths.",0.09689628,0.020612046000000002,0.040569015,0.07739883,0.01910141,0.14099966
nw24,A2UF2FRGVW4T89,2,0.75,Very formal,Partially Respectful,Not present,Hard_To_Say,1,3,1,4,1,"I believe in legally doing such things in a peaceful and thoughtful way. That doesn't equivocate to having a qualm. In large part, I think statues of people are just stupid anyway.",0.7701348000000001,0.3706781,0.38955364,0.84654665,0.6222302,0.17239147
yt13,A2UF2FRGVW4T89,2,0.75,Formal,Respectful,Not present,Not_Toxic,2,4,1,2,2,I never thought I'd actually see the world fall down and burn around me.,0.44361720000000004,0.2814308,0.16078633,0.14358087,0.21367906,0.8059641
tw16,A2UF2FRGVW4T89,2,0.75,Informal,Slightly Disrespectful,Possibly present,Toxic,3,2,2,6,3,One of our cashiers was telling me today about how many people argue with them on the daily cause they don’t want to wear masks. Like it’s fckn simple STAY HOME. Almost anything & everything you need can be delivered do you. People are THE ABSOLUTE WORST.,0.46821263,0.2578612,0.17641653,0.48641917,0.559737,0.10568324
